store,province,postal,sku,title,brand,category,price,price_per_unit,size_text,image,url,scraped_at,source_file
Walmart,,,Dairyland-3-25-Old-Fashioned-Chocolate-Milk,"Dairyland 3.25% Old Fashioned Chocolate Milk, 946 mL",Dairyland,search:milk,4.08,,,https://i5.walmartimages.com/asr/b08e9453-341d-41d3-b26c-cadc2ebb7374.26a3c31d1196ecb76e4021d9a8ae0c0c.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Old-Fashioned-Chocolate-Milk/6000205247662,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Lactose-Free-3-25-Homogenized-Milk,"Dairyland Lactose Free 3.25% Homogenized Milk, 1.89L",Dairyland Lactose Free,search:milk,6.38,,,https://i5.walmartimages.com/asr/8726dc24-87c9-4661-a656-732fef1bbfde.6cc6277a87ffd5ec83ea133e622ef74d.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Lactose-Free-3-25-Homogenized-Milk/74URCPGX04ND,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Lactose-free-1-Partly-Skimmed-Milk,"Dairyland Lactose free 1% Partly Skimmed Milk, 4L",Dairyland Lactose free,search:milk,11.38,,,https://i5.walmartimages.com/asr/13f6c869-4653-4c46-9fcd-f771d3a0dcdf.9302e2d3be50961bf90e2530c01c13b5.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Lactose-free-1-Partly-Skimmed-Milk/6000196823318,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Lactose-Free-Skim-Milk,"Dairyland Lactose Free Skim Milk, 1.89L",Dairyland Lactose Free,search:milk,6.38,,,https://i5.walmartimages.com/asr/7ea65e94-0031-4186-92ce-437941ed8195.066062cfca54077bbe594deb9b2cbb39.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Lactose-Free-Skim-Milk/1P5ZRACHZXIY,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-2-Milk,"Dairyland 2% Milk, 2L",Dairyland,search:milk,4.6,,,https://i5.walmartimages.com/asr/bfc619ed-8a07-40fe-b87b-0525bf3c1fa4.046c676aaef85b053c81d75927eba35a.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-2-Milk/10183930,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-1-Partly-Skimmed-Milk,"Dairyland 1% Partly Skimmed Milk, 4L",Dairyland,search:milk,5.79,,,https://i5.walmartimages.com/asr/170b9e0e-8656-4deb-b072-e6dbbefe9504.0c2911fef3282715aa54bfd2a3c5299e.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-1-Partly-Skimmed-Milk/10189709,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Microfiltered-Skim-Milk,"Dairyland Microfiltered Skim Milk, 1.89L",Dairyland Microfiltered Skim,search:milk,6.68,,,https://i5.walmartimages.com/asr/0dd23386-bb4a-4d8a-aac4-5bfd3f31f66f.7f4d24021a7351008281958bfc216f54.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Microfiltered-Skim-Milk/4U4KH4206GKZ,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-1-Milk,"Dairyland 1% Milk, 2L",Dairyland,search:milk,4.6,,,https://i5.walmartimages.com/asr/73c862d0-fc7b-47fc-b3d1-211c36609ad6.6cab40fb27578c910b01945167e6b46e.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-1-Milk/10183944,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-1-Chocolate-Partly-Skimmed-Milk,"Dairyland 1% Chocolate Partly Skimmed Milk, 4L",Dairyland,search:milk,6.68,,,https://i5.walmartimages.com/asr/9792b4f4-40ee-4b8e-9bb6-f804afe6db7e.7d66598d5f6e89ae5900f4a156ab6124.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-1-Chocolate-Partly-Skimmed-Milk/2J6ROGMXAR20,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-2-Partly-Skimmed-Milk,"Dairyland 2% Partly Skimmed Milk, 4L",Dairyland,search:milk,5.79,,,https://i5.walmartimages.com/asr/afcaf4a8-dc78-43ff-b578-548fe0c7d414.b41fd10e141c471ff2e34d07675742ea.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-2-Partly-Skimmed-Milk/10183990,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Microfiltered-2-Partly-Skimmed-Milk,"Dairyland Microfiltered 2% Partly Skimmed Milk, 1.89L",Dairyland Microfiltered,search:milk,6.68,,,https://i5.walmartimages.com/asr/629a19fa-cc24-4ac6-a1de-ea1ab0b58466.b508a0ea709eed9db4ec11560fde54a9.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Microfiltered-2-Partly-Skimmed-Milk/2ZUSOX5FA36U,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-3-25-Organic-Milk,"Dairyland 3.25% Organic Milk, 4L",Dairyland,search:milk,10.18,,,https://i5.walmartimages.com/asr/583f64fb-47fd-46d2-bc99-26bcc2d6b494.4b91c7f9f6161c5c71716e4f0097f37c.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Organic-Milk/10183862,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-3-25-Milk,"Dairyland 3.25% Milk, 2L",Dairyland,search:milk,4.78,,,https://i5.walmartimages.com/asr/506a52c4-5abd-469c-8e6b-eb043d9ebd4d.7b6412e0ddda4af2ac6c06f34b84e000.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Milk/10183796,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-2-M-F-Dairy-Protein-Beverage-1-89L,"Dairyland 2% M.F. Dairy Protein Beverage 1.89L, 1.89L",Dairyland,search:milk,7.38,,,https://i5.walmartimages.com/asr/4ad4d5fb-ac78-4194-b409-9005ba865263.a947f6279d9b02f2449fce28345b9d3e.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-2-M-F-Dairy-Protein-Beverage-1-89L/679GGALVV3OJ,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Joyya-3-25-Ultrafiltered-Milk-1L,"Dairyland Joyya 3.25% Ultrafiltered Milk 1L, 1L",Dairyland Joyya,search:milk,4.97,,,https://i5.walmartimages.com/asr/470db191-25cc-4a42-a13c-066250777f2a.e608f3ee46267093717a36a8a86b1105.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Joyya-3-25-Ultrafiltered-Milk-1L/3SLB9RM2R7PS,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Skim-Milk,"Dairyland Skim Milk, 4L",Dairyland Skim Milk,search:milk,5.84,,,https://i5.walmartimages.com/asr/8c2f6579-e7b2-448e-988d-1e21813e12a5.99c2f3314e308041e9e9de43825f9bb1.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Skim-Milk/10189791,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Milk2Go-2-Partly-Skimmed-Milk,"Milk2Go 2% Partly Skimmed Milk, 6 x 200 mL",Milk2Go,search:milk,6.68,,,https://i5.walmartimages.com/asr/b691275e-975b-4874-87fd-d0c7d6791635.ed80c30ef9c4b1c0a824df506c0b8553.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Milk2Go-2-Partly-Skimmed-Milk/6000197627159,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Natrel-Plus-2-Milk,"Natrel Plus 2% Milk, 2 L",Natrel Plus,search:milk,8.25,,,https://i5.walmartimages.com/asr/2c7fd450-0e7d-4ca5-9f2a-47312295a63d.f0d2f997cbb2c61a56a128baffd08883.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Plus-2-Milk/6000200812313,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-3-25-Homogenized-Milk,"Dairyland 3.25% Homogenized Milk, 4L",Dairyland,search:milk,6.18,,,https://i5.walmartimages.com/asr/510354c3-c305-44d9-bbeb-a44d1bd587a4.3eb2e5d9e8d079aa58365049b885f239.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Homogenized-Milk/10183863,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-3-25-Protein-18-g-Beverage,"Dairyland 3.25% Protein 18 g Beverage, 1.89L",Dairyland,search:milk,7.38,,,https://i5.walmartimages.com/asr/0c00f0d6-99a0-4fa8-9c89-0d7f10458e7f.decec895002a6e3f5b2b9c1fb13087b4.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Protein-18-g-Beverage/4DRPDXBA52ND,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Natrel-Plus-3-25-Protein-milk,"Natrel Plus 3.25% Protein milk, 2 L",Natrel Plus,search:milk,8.25,,,https://i5.walmartimages.com/asr/0f6fa8fa-55c2-48d4-9fd9-f94540f18cc0.fe9cbf16bd4745c3b531239f5c3f260b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Plus-3-25-Protein-milk/6000202662876,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Natrel-Lactose-Free-2,"Natrel Lactose Free 2%, 2L",Natrel Lactose Free,search:milk,6.38,,,https://i5.walmartimages.com/asr/ef9ee9ef-a2fb-4a41-b388-fac6c3316bfa.423cbbf79fc0fb71f1d518091d59e6a5.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Lactose-Free-2/3QH06CPCFX9E,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Lactose-Free-2-Partly-Skimmed-Milk,"Dairyland Lactose Free 2% Partly Skimmed Milk, 1.89L",Dairyland Lactose Free,search:milk,6.38,,,https://i5.walmartimages.com/asr/aec8c011-2bc1-4274-950c-5e1595f058ca.68d1040a8950977af5ee842d7386e76a.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Lactose-Free-2-Partly-Skimmed-Milk/4R7YKXTZJ5EB,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-2-Chocolate-Protein-18-g-Beverage,"Dairyland 2% Chocolate Protein 18 g Beverage, 1.89L",Dairyland,search:milk,7.38,,,https://i5.walmartimages.com/asr/adf0a4c2-8470-4f0b-8183-094fafd6d038.ee804910c7e9e212e08db00f29108476.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-2-Chocolate-Protein-18-g-Beverage/5G6UQL5PIIQS,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Natrel-Lactose-Free-3-25,"Natrel Lactose Free 3.25%, 2L",Natrel Lactose Free,search:milk,6.38,,,https://i5.walmartimages.com/asr/7a86fcc1-5443-4fa6-8608-79dfb21abeb9.60afdc48308a807254add615a2919b1d.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Lactose-Free-3-25/5QNNIYLE6LQB,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Lactose-Free-1-Partly-Skimmed-Milk,"Dairyland Lactose Free 1% Partly Skimmed Milk, 1.89L",Dairyland Lactose Free,search:milk,6.38,,,https://i5.walmartimages.com/asr/7550edec-d1d9-4e0a-ab29-3331acecdb83.1d9a649d8a68f091d9a1f585f63f4c71.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Lactose-Free-1-Partly-Skimmed-Milk/1HJNS5ZD18J3,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Joyya-2-Ultrafiltered-Partly-Skimmed-Milk-1L,"Dairyland Joyya 2% Ultrafiltered Partly Skimmed Milk 1L, 1L",Dairyland Joyya,search:milk,4.97,,,https://i5.walmartimages.com/asr/8c912da2-7363-4bdc-a7bb-9b7a80da6263.0337e8d4f2dcd5bf9d96b22e77dff34c.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Joyya-2-Ultrafiltered-Partly-Skimmed-Milk-1L/6000202929851,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Microfiltered-3-25-Homogenized-Milk,"Dairyland Microfiltered 3.25% Homogenized Milk, 1.89L",Dairyland Microfiltered,search:milk,6.68,,,https://i5.walmartimages.com/asr/8a9d0d45-cce1-43d7-bea1-4b346362390f.4591de8443a2c4eba82fa7047ce1a40d.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Microfiltered-3-25-Homogenized-Milk/4KQNP7V0XMWZ,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Natrel-Plus-Vanilla-Milk,"Natrel Plus Vanilla Milk, 2 L",Natrel Plus Vanilla,search:milk,8.25,,,https://i5.walmartimages.com/asr/89e5ec31-ff02-4713-b438-030fabfe057c.57c76ee499ab1325e5fa6fea84b6b3ab.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Plus-Vanilla-Milk/4QAUW11TX4HT,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Natrel-Plus-Chocolate-Milk,"Natrel Plus Chocolate Milk, 2 L",Natrel Plus Chocolate,search:milk,8.25,,,https://i5.walmartimages.com/asr/520fbc94-c225-4bfd-9d0b-dfee104a37af.6417356a6d04fc4132392bd5c782f20b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Plus-Chocolate-Milk/6000200811068,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-2-Organic-Milk,"Dairyland 2% Organic Milk, 4L",Dairyland,search:milk,10.48,,,https://i5.walmartimages.com/asr/1ba5531d-11e4-4a92-95d6-ba0057fdda0d.f6d14e9c1297341039f821beea072afe.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-2-Organic-Milk/10183876,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-3-25-Buttermilk,"Dairyland 3.25% Buttermilk, 946 mL",Dairyland,search:milk,2.98,,,https://i5.walmartimages.com/asr/b24e554f-d286-477e-81e7-8b8133190515.0f6bce64a8ea48c3585100720e0ec2ce.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Buttermilk/6000196823392,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Organic-3-25-Homogenized-Milk,"Dairyland Organic 3.25% Homogenized Milk, 1.89L",Dairyland Organic,search:milk,7.17,,,https://i5.walmartimages.com/asr/e25cc09b-fbd7-4618-ba36-10f99bce419f.e0bb93d19ae74e7c760b9b9286e7fc28.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Organic-3-25-Homogenized-Milk/2YLZOLOCXK5V,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Joyya-0-Ultrafiltered-Skim-Milk-1L,"Dairyland Joyya 0% Ultrafiltered Skim Milk 1L, 1L",Dairyland Joyya,search:milk,4.97,,,https://i5.walmartimages.com/asr/ba946b6e-6e12-40aa-b034-6f1c8be798bb.d653a5ea5db12656c3cbfad951630980.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Joyya-0-Ultrafiltered-Skim-Milk-1L/3922D87JPA7K,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Milk2Go-1-Chocolate-Partly-Skimmed-Milk,"Milk2Go 1% Chocolate Partly Skimmed Milk, 6 x 200 mL",Milk2Go,search:milk,6.68,,,https://i5.walmartimages.com/asr/1475f830-7891-4207-912a-b980cbb1c86b.954d865aa2bd9a24143ec0e28e106a58.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Milk2Go-1-Chocolate-Partly-Skimmed-Milk/6000197522486,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Natrel-Lactose-Free-1,"Natrel Lactose Free 1%, 2L",Natrel Lactose Free,search:milk,6.38,,,https://i5.walmartimages.com/asr/5f313061-e72a-4b50-971c-757a9121fcb1.ae35b1d99be0e13abcafff1497715bf3.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Lactose-Free-1/1489UZZIWBZK,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-1-Strawberry-Milk-Beverage,"Dairyland 1% Strawberry Milk Beverage, 1L",Dairyland,search:milk,4.57,,,https://i5.walmartimages.com/asr/7c1480f6-8a56-4c00-b39c-486a6166af6c.bfd726bd23fee14391d65a17b42416fc.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-1-Strawberry-Milk-Beverage/6000196823306,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Dairyland-Organic-2-Partly-Skimmed-Milk,"Dairyland Organic 2% Partly Skimmed Milk, 1.89L",Dairyland Organic,search:milk,7.17,,,https://i5.walmartimages.com/asr/0d2447a4-af1e-4792-b9b7-823a74ff4275.94baffa8ccb0ca58a67b1cab1ace761d.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Organic-2-Partly-Skimmed-Milk/7CE1XWE6XFS9,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Milk-2-Go-Milk-White-2-Bottle-Extended-Shelf-Life-200-ML-6-7-oz-24-Case,Milk 2 Go Milk White 2% Bottle Extended Shelf Life 200 ML/6.7 oz (24/Case),Milk,search:milk,38.99,,,https://i5.walmartimages.com/asr/82a7aede-dc05-4589-ac61-234a21cce9c4.57a4bf8e579799d5c7df15b2a7175194.jpeg?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Milk-2-Go-Milk-White-2-Bottle-Extended-Shelf-Life-200-ML-6-7-oz-24-Case/131RBE3DU6M9,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Pride-Of-India-Nonfat-Dry-Milk-Powder-Protein-Calcium-Rich-1-25-lbs-20oz-Jar,Pride Of India - Nonfat Dry Milk Powder - Protein & Calcium Rich - 1.25 lbs (20oz) Jar,Pride Of India,search:milk,31.99,,,https://i5.walmartimages.com/asr/7aa4e444-14df-4359-80bb-c4bae27d1196.69dd7e7f0ddb0ad4a6615e321a3c72a1.png?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Pride-Of-India-Nonfat-Dry-Milk-Powder-Protein-Calcium-Rich-1-25-lbs-20oz-Jar/4GOAHRY83FYG,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Milk-2-Go-Milk-2-Ultra-High-Temperature-Pasteurized-310ML-10-4-oz-12-Case,Milk 2 Go Milk 2% Ultra High Temperature Pasteurized 310ML/10.4 oz  (12/Case),Milk,search:milk,39.99,,,https://i5.walmartimages.com/asr/87ae189c-18ef-47d1-a0cb-3018d36f1303.1ddfc2342773a5b93da02753afd5a60b.jpeg?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Milk-2-Go-Milk-2-Ultra-High-Temperature-Pasteurized-310ML-10-4-oz-12-Case/69F9VSMO50OW,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Medallion-Milk-Whole-Milk-Powder-4-x-1-kg,"Medallion Milk-Whole Milk Powder, 4 x 1 kg",Medallion Milk-Whole Milk,search:milk,134.79,,,https://i5.walmartimages.com/asr/79b2295d-a842-434a-998a-4860eb0a7f67.976dc1556d2e634244ff6583de6e7e25.jpeg?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Medallion-Milk-Whole-Milk-Powder-4-x-1-kg/3021LOABL9AF,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,NOW-Foods-Organic-Non-Fat-Dry-Milk-Powder-with-Protein-and-Calcium-Product-of-The-USA-12-Ounce,"NOW Foods, Organic Non-Fat Dry Milk Powder with Protein and Calcium, Product of The USA, 12-Ounce",NOW Foods Organic,search:milk,34.99,,,https://i5.walmartimages.com/asr/9189435c-2ee0-4df7-987e-ac87f2952720_1.44f5799f95dad1daec49919e95dbffc4.jpeg?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/NOW-Foods-Organic-Non-Fat-Dry-Milk-Powder-with-Protein-and-Calcium-Product-of-The-USA-12-Ounce/74R9EM1EFNLU,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Milk-2-Go-Milk-Chocolate-1-Bottle-Extended-Shelf-Life-200-ML-6-7-oz-24-Case,Milk 2 Go Milk Chocolate 1% Bottle Extended Shelf Life 200 ML/6.7 oz (24/Case),Milk,search:milk,38.99,,,https://i5.walmartimages.com/asr/3ba03085-0ea7-4869-9bb6-4f89c9a52e87.01baff79a754c500f3c248ef89241793.jpeg?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Milk-2-Go-Milk-Chocolate-1-Bottle-Extended-Shelf-Life-200-ML-6-7-oz-24-Case/16YSNM7SH8ND,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Lactantia-Chocolate-Milk-12-x-237-mL-2-Pack,Lactantia Chocolate Milk 12 x 237 mL (2 Pack),Lactantia Chocolate Milk,search:milk,34.99,,,https://i5.walmartimages.com/asr/b8db28f8-8a19-4309-be80-a92633ed01af.08f05d6019ddf2b9e655220a4b7b340f.png?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Lactantia-Chocolate-Milk-12-x-237-mL-2-Pack/3XSFW8KKQX5L,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Medallion-Milk-Skim-Milk-Powder-4-x-1-kg,"Medallion Milk-Skim Milk Powder, 4 x 1 kg",Medallion Milk-Skim Milk,search:milk,159.99,,,https://i5.walmartimages.com/asr/9bfbe411-6693-4819-9eb3-0223671db3e4.69cdb3b6b97cd91aa26fc9fdfd1f1e96.jpeg?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Medallion-Milk-Skim-Milk-Powder-4-x-1-kg/1DFWCED9VF2G,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Skim-Milk-Powder-10-lbs-Product-of-Canada,"Skim Milk Powder- 10 lbs, Product of Canada",Skim Milk Powder-,search:milk,115.99,,,https://i5.walmartimages.com/asr/8172d8fb-d655-4833-be3c-5772b7d58674.db7d986182dee127f8dc882d9e2add0f.jpeg?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Skim-Milk-Powder-10-lbs-Product-of-Canada/448ON8XVYMAT,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
Walmart,,,Instant-Fortified-Nonfat-Milk-Powder-Jar-1-5-Pound-Jar-28-Servings-Proudly-Made-in-America-Healthy-Nourishing-Essentials-by-Green-Heights,Instant Fortified Nonfat Milk Powder Jar 1.5 Pound Jar (28+ Servings) - Proudly Made in America - Healthy Nourishing Essentials by Green Heights,Instant Fortified Nonfat,search:milk,33.99,,,https://i5.walmartimages.com/asr/aeaa804b-19c4-4c40-8816-81c7583ae73b.6a66a885db999cf6c6f2dea9b24517ba.jpeg?odnHeight=372&odnWidth=372&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Instant-Fortified-Nonfat-Milk-Powder-Jar-1-5-Pound-Jar-28-Servings-Proudly-Made-in-America-Healthy-Nourishing-Essentials-by-Green-Heights/6MUE3WF8NX8L,2025-10-21T05:15:36Z,data\daily\2025-10-21\walmart_milk.csv
